image_path,posture_type,category,landmarks
SittingData\bad\1\117.jpg,,bad,"[0.7854613065719604, 0.07605379819869995, 0.9998533725738525, 0.7998952269554138, 0.038028836250305176, 0.999774158000946, 0.8049815893173218, 0.04295766353607178, 0.999779999256134, 0.8098666667938232, 0.047112464904785156, 0.9998216032981873, 0.7805591821670532, 0.014505863189697266, 0.9998024106025696, 0.7719670534133911, 0.005567371845245361, 0.9998151659965515, 0.7635272741317749, -0.002144157886505127, 0.9998183846473694, 0.7870131134986877, 0.04766058921813965, 0.999854326248169, 0.7322983145713806, -0.0063402652740478516, 0.9994086027145386, 0.774780809879303, 0.11368542909622192, 0.9975104331970215, 0.7546529769897461, 0.09810370206832886, 0.9967430233955383, 0.6757276058197021, 0.16310828924179077, 0.9969239830970764, 0.6549532413482666, 0.21760740876197815, 0.9819580912590027, 0.7712540030479431, 0.43890833854675293, 0.3266684412956238, 0.8061949014663696, 0.5263435244560242, 0.5937279462814331, 0.922231137752533, 0.4810296893119812, 0.17076516151428223, 0.9959825873374939, 0.5595687627792358, 0.5894907712936401, 0.9604650139808655, 0.473716676235199, 0.2220919132232666, 1.036832332611084, 0.5396650433540344, 0.6549145579338074, 0.9785107374191284, 0.4749826490879059, 0.229925736784935, 1.0464708805084229, 0.5163548588752747, 0.673653781414032, 0.9559948444366455, 0.4843727648258209, 0.2455262839794159, 1.0237555503845215, 0.528893232345581, 0.6429759860038757, 0.5147764682769775, 0.642571210861206, 0.9856837391853333, 0.4981219470500946, 0.6957209706306458, 0.982586145401001, 0.7783164381980896, 0.6987900137901306, 0.18803037703037262, 0.7946029901504517, 0.7213605046272278, 0.8152508735656738, 0.7238415479660034, 1.1609320640563965, 0.13914747536182404, 0.755236804485321, 1.1449053287506104, 0.6995964646339417, 0.6977896094322205, 1.2348473072052002, 0.2256811410188675, 0.7194934487342834, 1.1970417499542236, 0.7644070982933044, 0.761955201625824, 1.2204108238220215, 0.13481689989566803, 0.8421090841293335, 1.2414131164550781, 0.5984494090080261]"
SittingData\bad\1\118.jpg,,bad,"[0.7774022817611694, 0.06591904163360596, 0.9996161460876465, 0.7899139523506165, 0.03214770555496216, 0.9993388056755066, 0.7943447232246399, 0.03716754913330078, 0.9993141889572144, 0.7987791299819946, 0.04178720712661743, 0.9994754195213318, 0.7729097008705139, 0.011188209056854248, 0.9994792342185974, 0.7651875615119934, 0.0038736462593078613, 0.9994972944259644, 0.7574365139007568, -0.0027232766151428223, 0.9995707869529724, 0.7748678922653198, 0.04430669546127319, 0.9994986057281494, 0.7262413501739502, -0.005688965320587158, 0.9984692931175232, 0.7661295533180237, 0.10085225105285645, 0.9936423301696777, 0.7469778060913086, 0.08701616525650024, 0.9929782748222351, 0.6696564555168152, 0.1655983030796051, 0.9947848916053772, 0.6533569097518921, 0.21158316731452942, 0.9793546199798584, 0.7778745293617249, 0.43414878845214844, 0.18800780177116394, 0.8016225099563599, 0.5116037130355835, 0.5157284140586853, 0.9426709413528442, 0.4846155047416687, 0.08402183651924133, 0.9863170981407166, 0.5523109436035156, 0.49748972058296204, 0.9846169352531433, 0.48414039611816406, 0.11353235691785812, 1.0277601480484009, 0.5482543706893921, 0.5343177914619446, 1.000112771987915, 0.47711384296417236, 0.11797627806663513, 1.0343842506408691, 0.5167662501335144, 0.5542333722114563, 0.9833002686500549, 0.484268456697464, 0.12796606123447418, 1.0133739709854126, 0.5240359306335449, 0.510013222694397, 0.5173887610435486, 0.6464587450027466, 0.9791689515113831, 0.49598777294158936, 0.6998658776283264, 0.9764031767845154, 0.7881646752357483, 0.6870713233947754, 0.0764385238289833, 0.791428804397583, 0.7322954535484314, 0.5439633131027222, 0.7258836030960083, 1.1789922714233398, 0.051715925335884094, 0.7435680627822876, 1.1965458393096924, 0.3783622086048126, 0.7008019685745239, 1.2590771913528442, 0.09520930051803589, 0.7093299627304077, 1.2511076927185059, 0.48277831077575684, 0.7576887607574463, 1.2411162853240967, 0.049391970038414, 0.8228582739830017, 1.288558840751648, 0.2888995110988617]"
SittingData\bad\1\119.jpg,,bad,"[0.7696207165718079, 0.06379508972167969, 0.9997915625572205, 0.7805764675140381, 0.030967533588409424, 0.9995518326759338, 0.7840499877929688, 0.03512531518936157, 0.9996080994606018, 0.7874407172203064, 0.038738250732421875, 0.9996521472930908, 0.7659593820571899, 0.013828516006469727, 0.9996547698974609, 0.7589742541313171, 0.007234930992126465, 0.99973064661026, 0.7520989179611206, 0.0012326836585998535, 0.9997233748435974, 0.7659950256347656, 0.04343658685684204, 0.9997227787971497, 0.721068263053894, -0.002331554889678955, 0.9993032217025757, 0.7545088529586792, 0.09642547369003296, 0.99702388048172, 0.7400488257408142, 0.08655780553817749, 0.9968783855438232, 0.6603943705558777, 0.1646149456501007, 0.9981398582458496, 0.6480714082717896, 0.20245271921157837, 0.9944696426391602, 0.7676345109939575, 0.42868751287460327, 0.32735463976860046, 0.7919957637786865, 0.511523962020874, 0.7739647626876831, 0.9288629293441772, 0.47924530506134033, 0.21550460159778595, 0.9725911617279053, 0.5482286810874939, 0.8560907244682312, 0.9707633256912231, 0.4790816009044647, 0.2740984559059143, 1.0168449878692627, 0.5474258661270142, 0.8798589706420898, 0.985524594783783, 0.47680798172950745, 0.2818499207496643, 1.0203220844268799, 0.5183314681053162, 0.8878009915351868, 0.9715003967285156, 0.48290228843688965, 0.2948848605155945, 1.001278281211853, 0.5224825739860535, 0.8655554056167603, 0.5129700303077698, 0.6482820510864258, 0.9892856478691101, 0.500954270362854, 0.6944725513458252, 0.9911829233169556, 0.7797040939331055, 0.6821743249893188, 0.10762128978967667, 0.7989938259124756, 0.7165057063102722, 0.8446291089057922, 0.7263711094856262, 1.1177024841308594, 0.10957564413547516, 0.7425171732902527, 1.1661949157714844, 0.7833471894264221, 0.7001160383224487, 1.1878948211669922, 0.20009517669677734, 0.7042836546897888, 1.2192764282226562, 0.8527694940567017, 0.7630158066749573, 1.162630319595337, 0.13259601593017578, 0.8180185556411743, 1.2623523473739624, 0.7223535776138306]"
SittingData\bad\1\12.jpg,,bad,"[0.7515989542007446, 0.07970684766769409, 0.9999868869781494, 0.7676369547843933, 0.04447948932647705, 0.9999837875366211, 0.7731670141220093, 0.048263728618621826, 0.9999793767929077, 0.7780517935752869, 0.050847530364990234, 0.999984860420227, 0.7488116025924683, 0.02346956729888916, 0.9999880790710449, 0.7394858002662659, 0.01251530647277832, 0.9999849796295166, 0.7309938669204712, 0.004382073879241943, 0.9999881982803345, 0.7643426656723022, 0.05246800184249878, 0.9999876022338867, 0.7055675983428955, 0.0042302608489990234, 0.9999644756317139, 0.7479621171951294, 0.1165463924407959, 0.9997636675834656, 0.7239193320274353, 0.09811276197433472, 0.9997844099998474, 0.674576997756958, 0.20753806829452515, 0.9996483325958252, 0.6343708038330078, 0.20095226168632507, 0.998979389667511, 0.6836013793945312, 0.4839862287044525, 0.1525399386882782, 0.6700583696365356, 0.5836508274078369, 0.9078139066696167, 0.8078486919403076, 0.603558361530304, 0.10676874220371246, 0.8300631046295166, 0.6145790219306946, 0.8459214568138123, 0.8284331560134888, 0.6430279612541199, 0.1453874707221985, 0.8653930425643921, 0.6636345386505127, 0.7810260057449341, 0.8473832607269287, 0.6155335307121277, 0.1499122679233551, 0.8746547102928162, 0.6251407265663147, 0.790165901184082, 0.834206759929657, 0.597392737865448, 0.16657572984695435, 0.8655742406845093, 0.6013301610946655, 0.7503085732460022, 0.5672896504402161, 0.614068329334259, 0.9969735145568848, 0.5106272101402283, 0.6569908857345581, 0.9969931840896606, 0.7892093658447266, 0.7163131237030029, 0.24738717079162598, 0.7882270812988281, 0.7497771382331848, 0.8403239846229553, 0.738195538520813, 1.1486016511917114, 0.07733983546495438, 0.6944156885147095, 1.1403292417526245, 0.4237898290157318, 0.7131185531616211, 1.2090229988098145, 0.11183018982410431, 0.6543851494789124, 1.1828687191009521, 0.4733310639858246, 0.7677423357963562, 1.252703070640564, 0.06838838756084442, 0.7603460550308228, 1.268799066543579, 0.3582979738712311]"
SittingData\bad\1\120.jpg,,bad,"[0.7687835693359375, 0.060950636863708496, 0.9990332126617432, 0.7763088941574097, 0.027986228466033936, 0.9977243542671204, 0.7788259983062744, 0.03061574697494507, 0.9981486797332764, 0.7815457582473755, 0.03311002254486084, 0.9983715415000916, 0.7635143399238586, 0.014966964721679688, 0.9983256459236145, 0.7565944790840149, 0.009269237518310547, 0.9988131523132324, 0.749552309513092, 0.004173398017883301, 0.9988368153572083, 0.7585793733596802, 0.03323078155517578, 0.9988217949867249, 0.7201948165893555, 0.0012962818145751953, 0.9972199201583862, 0.754420816898346, 0.09337109327316284, 0.991072952747345, 0.7409002184867859, 0.08691829442977905, 0.99101322889328, 0.6616064310073853, 0.16099587082862854, 0.9979560375213623, 0.64429771900177, 0.21749556064605713, 0.993878185749054, 0.7632149457931519, 0.43156856298446655, 0.2514761686325073, 0.7812753319740295, 0.516947865486145, 0.8026597499847412, 0.9126828908920288, 0.48191794753074646, 0.18185296654701233, 0.9688860177993774, 0.5524532198905945, 0.8847790360450745, 0.9526743292808533, 0.4847084581851959, 0.2367345690727234, 1.0149612426757812, 0.5590991377830505, 0.9018382430076599, 0.9704427719116211, 0.4841529130935669, 0.2458626925945282, 1.0192179679870605, 0.5281478762626648, 0.9097188115119934, 0.9533401727676392, 0.48768723011016846, 0.2577264904975891, 0.9991579651832581, 0.5278826951980591, 0.8875962495803833, 0.5140120983123779, 0.6303372979164124, 0.990468442440033, 0.49820002913475037, 0.6922301054000854, 0.9929013848304749, 0.7890952229499817, 0.6358931660652161, 0.05896345525979996, 0.7945820093154907, 0.7289159297943115, 0.7618783712387085, 0.7303426265716553, 1.028926968574524, 0.0604412704706192, 0.7248614430427551, 1.2019755840301514, 0.73143470287323, 0.692139208316803, 1.1702189445495605, 0.12602894008159637, 0.6886228919029236, 1.2547492980957031, 0.825052797794342, 0.7435173392295837, 1.162445068359375, 0.07765507698059082, 0.7965315580368042, 1.298936128616333, 0.6584867835044861]"
SittingData\bad\1\121.jpg,,bad,"[0.7590576410293579, 0.0549541711807251, 0.9996696710586548, 0.7712544798851013, 0.018747925758361816, 0.9992563128471375, 0.7754622101783752, 0.02299588918685913, 0.9993696808815002, 0.779527485370636, 0.02667546272277832, 0.9994325041770935, 0.7530182600021362, 0.0005846619606018066, 0.9994122982025146, 0.7449337244033813, -0.0060596466064453125, 0.9995601773262024, 0.737282395362854, -0.01158374547958374, 0.9995556473731995, 0.7592453360557556, 0.027806460857391357, 0.9995667338371277, 0.707955002784729, -0.014521360397338867, 0.9989287257194519, 0.7497831583023071, 0.09063273668289185, 0.9953827261924744, 0.7330561280250549, 0.07966965436935425, 0.9951840043067932, 0.6613770723342896, 0.16985642910003662, 0.997957706451416, 0.6387964487075806, 0.2101828157901764, 0.9940709471702576, 0.7566639184951782, 0.43688246607780457, 0.41746023297309875, 0.7659584283828735, 0.5222749710083008, 0.8865715861320496, 0.9024635553359985, 0.48667940497398376, 0.3662042021751404, 0.9480745792388916, 0.556151270866394, 0.9444405436515808, 0.9500851035118103, 0.49275851249694824, 0.42773863673210144, 0.989147424697876, 0.5596439242362976, 0.9500280618667603, 0.9660897850990295, 0.4849403500556946, 0.4426313638687134, 0.9950568675994873, 0.5262981653213501, 0.9539651870727539, 0.9484318494796753, 0.48893293738365173, 0.459939569234848, 0.9776824116706848, 0.5252432823181152, 0.9421249628067017, 0.5166215896606445, 0.628275990486145, 0.9903562664985657, 0.49861031770706177, 0.6931160688400269, 0.9921557903289795, 0.7861289381980896, 0.6451519131660461, 0.1249825656414032, 0.7946447730064392, 0.7332824468612671, 0.8840453028678894, 0.7396048903465271, 1.013033390045166, 0.1411413848400116, 0.7500743865966797, 1.1729705333709717, 0.8684145212173462, 0.7017930746078491, 1.1603174209594727, 0.23602744936943054, 0.7179725170135498, 1.2275292873382568, 0.9093085527420044, 0.7588292956352234, 1.1514607667922974, 0.1655265986919403, 0.8194398880004883, 1.2533130645751953, 0.8082549571990967]"
SittingData\bad\1\122.jpg,,bad,"[0.7548043727874756, 0.06694388389587402, 0.9994890689849854, 0.7659578323364258, 0.032664358615875244, 0.9988289475440979, 0.7691799402236938, 0.03591817617416382, 0.9990670084953308, 0.7724602222442627, 0.03884023427963257, 0.9991544485092163, 0.7515696883201599, 0.017284870147705078, 0.9990769624710083, 0.7449761033058167, 0.011222422122955322, 0.9993487000465393, 0.7384093403816223, 0.005658924579620361, 0.999332845211029, 0.7526766657829285, 0.037759363651275635, 0.9994303584098816, 0.711272656917572, -0.00036472082138061523, 0.9985625147819519, 0.7438825964927673, 0.09605860710144043, 0.9953136444091797, 0.7283746004104614, 0.08602511882781982, 0.9950845837593079, 0.65470951795578, 0.1692315936088562, 0.9988381266593933, 0.6315921545028687, 0.20957279205322266, 0.9963913559913635, 0.7457335591316223, 0.42910581827163696, 0.3977094888687134, 0.7546864748001099, 0.5284463167190552, 0.8893352746963501, 0.885517954826355, 0.48330822587013245, 0.40298011898994446, 0.9376776218414307, 0.5610328316688538, 0.9520060420036316, 0.9278643131256104, 0.4920468032360077, 0.46236851811408997, 0.9814254641532898, 0.5753767490386963, 0.9582635164260864, 0.9430512189865112, 0.48033687472343445, 0.4745942950248718, 0.9877082109451294, 0.5377223491668701, 0.9618009924888611, 0.9262489676475525, 0.48415273427963257, 0.482303261756897, 0.9697521924972534, 0.5321926474571228, 0.9513352513313293, 0.5125729441642761, 0.630839467048645, 0.9910503625869751, 0.4983603358268738, 0.6890021562576294, 0.9930758476257324, 0.7835760116577148, 0.6608081459999084, 0.09728257358074188, 0.7922269105911255, 0.7315719127655029, 0.8700101375579834, 0.7350589036941528, 1.0419631004333496, 0.1055409386754036, 0.7406660914421082, 1.1870167255401611, 0.8475404381752014, 0.7030710577964783, 1.1790642738342285, 0.1975739449262619, 0.7076937556266785, 1.2411359548568726, 0.9085362553596497, 0.7577177882194519, 1.1696341037750244, 0.1339724063873291, 0.8118572235107422, 1.2799872159957886, 0.7942394614219666]"
SittingData\bad\1\123.jpg,,bad,"[0.7526995539665222, 0.06788194179534912, 0.9994738698005676, 0.763758659362793, 0.034106671810150146, 0.9989305138587952, 0.7665990591049194, 0.037071168422698975, 0.9990536570549011, 0.7696079015731812, 0.0400736927986145, 0.9992079138755798, 0.7494795322418213, 0.018035173416137695, 0.9991733431816101, 0.7419751882553101, 0.01188051700592041, 0.9993711113929749, 0.7343971729278564, 0.006769299507141113, 0.9994094371795654, 0.7480466961860657, 0.03999602794647217, 0.9994425177574158, 0.7032957077026367, 0.003870844841003418, 0.998596727848053, 0.739853024482727, 0.10031378269195557, 0.9955625534057617, 0.7256078720092773, 0.0920071005821228, 0.9954148530960083, 0.6535018682479858, 0.1773712933063507, 0.9984487295150757, 0.6271174550056458, 0.20860520005226135, 0.9960402250289917, 0.7451914548873901, 0.4311733543872833, 0.3946424424648285, 0.7462947964668274, 0.5320424437522888, 0.8921693563461304, 0.8935431241989136, 0.48189353942871094, 0.4050017297267914, 0.9240387082099915, 0.5550668835639954, 0.9592702388763428, 0.9358720779418945, 0.4897301495075226, 0.4761946201324463, 0.9694734811782837, 0.5782966017723083, 0.9634096026420593, 0.9492141008377075, 0.47728094458580017, 0.4934822618961334, 0.9755486249923706, 0.5366388559341431, 0.9670997858047485, 0.9337098598480225, 0.47956377267837524, 0.5026508569717407, 0.959793210029602, 0.5262930989265442, 0.9572465419769287, 0.5164130330085754, 0.6305417418479919, 0.9892122745513916, 0.49616095423698425, 0.6831643581390381, 0.9914062023162842, 0.7753044366836548, 0.6827948689460754, 0.08262878656387329, 0.798009991645813, 0.7212854027748108, 0.781665563583374, 0.7187356948852539, 1.1403429508209229, 0.06578489392995834, 0.7481992840766907, 1.1599597930908203, 0.693743884563446, 0.6934070587158203, 1.2051112651824951, 0.14281487464904785, 0.7127185463905334, 1.2106431722640991, 0.8168625831604004, 0.7504421472549438, 1.2078585624694824, 0.08450926840305328, 0.8214913606643677, 1.263474941253662, 0.6188094615936279]"
SittingData\bad\1\124.jpg,,bad,"[0.7509119510650635, 0.06414324045181274, 0.9994456171989441, 0.7655537724494934, 0.02585744857788086, 0.9990047812461853, 0.7700432538986206, 0.030353307723999023, 0.9990676045417786, 0.7741343379020691, 0.03446817398071289, 0.9992544054985046, 0.747923731803894, 0.007279753684997559, 0.9992361068725586, 0.7394934892654419, -7.635354995727539e-05, 0.9993717074394226, 0.7315281629562378, -0.006595790386199951, 0.9994487166404724, 0.7529599070549011, 0.03734380006790161, 0.9994180202484131, 0.7041211724281311, -0.009423971176147461, 0.9984667897224426, 0.741678774356842, 0.09672170877456665, 0.9950044751167297, 0.7234535813331604, 0.08436644077301025, 0.9948347806930542, 0.6554931402206421, 0.17255383729934692, 0.9983633160591125, 0.6212335824966431, 0.20846623182296753, 0.9955906867980957, 0.7310710549354553, 0.4330821633338928, 0.3129971921443939, 0.7422932386398315, 0.5451448559761047, 0.8271862268447876, 0.8797017335891724, 0.4792625904083252, 0.2886795997619629, 0.9237450957298279, 0.5609908699989319, 0.929338812828064, 0.9158521294593811, 0.4841088056564331, 0.3518998920917511, 0.9704940319061279, 0.5793428421020508, 0.9360551238059998, 0.9380704164505005, 0.4721829891204834, 0.3668023943901062, 0.9771603345870972, 0.5356033444404602, 0.9424034357070923, 0.9200619459152222, 0.47512951493263245, 0.37701475620269775, 0.9613617062568665, 0.5259014964103699, 0.9241917729377747, 0.5188320279121399, 0.6430941224098206, 0.9889342188835144, 0.4965568780899048, 0.6901001930236816, 0.9901356101036072, 0.7698652744293213, 0.6764706969261169, 0.05771605297923088, 0.7905129194259644, 0.719707727432251, 0.6810876727104187, 0.721802294254303, 1.124060869216919, 0.04068514704704285, 0.7499427795410156, 1.169710636138916, 0.5142539143562317, 0.6965029835700989, 1.195038080215454, 0.09067946672439575, 0.7141752243041992, 1.2234926223754883, 0.6743747591972351, 0.7539524435997009, 1.1843816041946411, 0.05156407505273819, 0.8303542733192444, 1.2647746801376343, 0.4423859715461731]"
SittingData\bad\1\125.jpg,,bad,"[0.7516168355941772, 0.06703019142150879, 0.9995736479759216, 0.7643022537231445, 0.034850478172302246, 0.9992271661758423, 0.7680976390838623, 0.03850740194320679, 0.9992905855178833, 0.7719379663467407, 0.04168576002120972, 0.9994196891784668, 0.7489897608757019, 0.017886102199554443, 0.9994070529937744, 0.7412564158439636, 0.010967373847961426, 0.9995185136795044, 0.7335846424102783, 0.004880011081695557, 0.999568521976471, 0.7505443096160889, 0.04533571004867554, 0.9995507597923279, 0.7071300745010376, -0.0012900233268737793, 0.9987913966178894, 0.739037275314331, 0.1001899242401123, 0.9958838820457458, 0.7231693267822266, 0.09012424945831299, 0.9958123564720154, 0.6549238562583923, 0.16511082649230957, 0.9986261129379272, 0.6168948411941528, 0.21280381083488464, 0.9958654642105103, 0.7297570705413818, 0.43802332878112793, 0.3011704087257385, 0.7399338483810425, 0.5468700528144836, 0.836931586265564, 0.8816665410995483, 0.48666584491729736, 0.27189210057258606, 0.9178490042686462, 0.5555713772773743, 0.9318019151687622, 0.916361391544342, 0.4940164089202881, 0.3270231783390045, 0.9657859802246094, 0.5787918567657471, 0.9366200566291809, 0.9378331303596497, 0.47977593541145325, 0.33868223428726196, 0.9727036952972412, 0.5407657027244568, 0.9426183700561523, 0.9201676249504089, 0.4818980395793915, 0.3485053777694702, 0.9568108320236206, 0.5301080346107483, 0.9251230955123901, 0.5182233452796936, 0.6412736773490906, 0.9890928268432617, 0.4931650459766388, 0.6872524619102478, 0.9903625845909119, 0.7714873552322388, 0.6696875691413879, 0.05571107938885689, 0.7871338725090027, 0.719458281993866, 0.6420729160308838, 0.730577826499939, 1.0552695989608765, 0.037133365869522095, 0.7458219528198242, 1.1822638511657715, 0.5038470029830933, 0.6951688528060913, 1.2005162239074707, 0.08596795052289963, 0.7121982574462891, 1.2359645366668701, 0.6764469742774963, 0.7445924282073975, 1.2029969692230225, 0.04700593650341034, 0.8235894441604614, 1.2819206714630127, 0.43625184893608093]"
SittingData\bad\1\126.jpg,,bad,"[0.7526808977127075, 0.07177340984344482, 0.9998576641082764, 0.7661626935005188, 0.03698176145553589, 0.9997290968894958, 0.7704144716262817, 0.04142338037490845, 0.999754011631012, 0.7743644714355469, 0.045501112937927246, 0.9997854828834534, 0.7502322793006897, 0.01795053482055664, 0.9997957348823547, 0.7427594661712646, 0.01134788990020752, 0.9998370409011841, 0.735446572303772, 0.0050601959228515625, 0.9998451471328735, 0.7522185444831848, 0.04883235692977905, 0.9998243451118469, 0.70744788646698, 0.004511475563049316, 0.9995542168617249, 0.742723822593689, 0.10196584463119507, 0.9980635046958923, 0.7234207391738892, 0.08936578035354614, 0.9981180429458618, 0.6538416147232056, 0.16998285055160522, 0.9989967942237854, 0.6185880303382874, 0.2208872139453888, 0.9971344470977783, 0.7261014580726624, 0.4305991530418396, 0.4141305983066559, 0.735843300819397, 0.5510185956954956, 0.8909735083580017, 0.8787615895271301, 0.4824776351451874, 0.41484901309013367, 0.9135580658912659, 0.554034948348999, 0.9574436545372009, 0.9158583879470825, 0.4908483624458313, 0.4629068374633789, 0.9603863954544067, 0.5774988532066345, 0.9581336975097656, 0.935499906539917, 0.47596225142478943, 0.4734676480293274, 0.9664693474769592, 0.5335906744003296, 0.961595892906189, 0.9181098937988281, 0.4787791073322296, 0.48821642994880676, 0.9499664306640625, 0.5234708189964294, 0.95024573802948, 0.5185336470603943, 0.6306104063987732, 0.9924777150154114, 0.49509283900260925, 0.6806883811950684, 0.9935402274131775, 0.7586641907691956, 0.6850267648696899, 0.09197520464658737, 0.7947824001312256, 0.7268499135971069, 0.7699481844902039, 0.7145078778266907, 1.1097759008407593, 0.054420724511146545, 0.7439625263214111, 1.1797614097595215, 0.6370052695274353, 0.6896724700927734, 1.1779494285583496, 0.12020359933376312, 0.7085497379302979, 1.2366831302642822, 0.7778511643409729, 0.7437649965286255, 1.1706387996673584, 0.06568365544080734, 0.8217691779136658, 1.2714276313781738, 0.5506411790847778]"
SittingData\bad\1\127.jpg,,bad,"[0.7547271847724915, 0.06298190355300903, 0.9997671246528625, 0.7684570550918579, 0.031089961528778076, 0.9995766282081604, 0.7726356387138367, 0.0353008508682251, 0.9995939135551453, 0.7765454649925232, 0.03891336917877197, 0.9996668100357056, 0.749715268611908, 0.01372307538986206, 0.9996784925460815, 0.7401452660560608, 0.0070269107818603516, 0.999721348285675, 0.7308584451675415, 0.001607656478881836, 0.9997468590736389, 0.755745530128479, 0.04441988468170166, 0.9996938705444336, 0.7033591866493225, -0.0023766160011291504, 0.9992015957832336, 0.7433674931526184, 0.10268211364746094, 0.9965845346450806, 0.7251101732254028, 0.08958786725997925, 0.9965953230857849, 0.6431195735931396, 0.1759679913520813, 0.9985536932945251, 0.6167670488357544, 0.23026564717292786, 0.9954144954681396, 0.7223973870277405, 0.4372886121273041, 0.2693459689617157, 0.7375928163528442, 0.5624265074729919, 0.8082238435745239, 0.8787277936935425, 0.48283475637435913, 0.23974290490150452, 0.9105039834976196, 0.5523650646209717, 0.9203463196754456, 0.9145861268043518, 0.4936615526676178, 0.2962203621864319, 0.9581431746482849, 0.5742652416229248, 0.9243321418762207, 0.9337620139122009, 0.4762144684791565, 0.30671679973602295, 0.9638391137123108, 0.5303453207015991, 0.9308304786682129, 0.916382908821106, 0.4776562452316284, 0.3181394338607788, 0.9477510452270508, 0.5200074315071106, 0.9100393652915955, 0.5257839560508728, 0.6112203001976013, 0.9915149211883545, 0.4955621659755707, 0.6939287781715393, 0.9924976229667664, 0.7609071731567383, 0.646406888961792, 0.06277331709861755, 0.7859870791435242, 0.7158374190330505, 0.6933728456497192, 0.7397851347923279, 1.013898491859436, 0.044389758259058, 0.7540950775146484, 1.1572401523590088, 0.5243905186653137, 0.7066589593887329, 1.1616237163543701, 0.10313556343317032, 0.7208325266838074, 1.212212085723877, 0.6896076202392578, 0.7680212259292603, 1.148378610610962, 0.05271133407950401, 0.8340126872062683, 1.2441432476043701, 0.4438222348690033]"
SittingData\bad\1\128.jpg,,bad,"[0.7550358176231384, 0.07049953937530518, 0.9998348951339722, 0.7683905363082886, 0.03247898817062378, 0.9997223019599915, 0.7737138867378235, 0.03613954782485962, 0.999727189540863, 0.778552770614624, 0.03912007808685303, 0.9997755885124207, 0.7491991519927979, 0.014904558658599854, 0.9997909665107727, 0.7407048940658569, 0.008009195327758789, 0.9998201727867126, 0.7327207326889038, 0.0016108155250549316, 0.9998387098312378, 0.7553262710571289, 0.042551279067993164, 0.9997890591621399, 0.7044321894645691, -0.0012999773025512695, 0.9994895458221436, 0.7463039755821228, 0.10275214910507202, 0.997688889503479, 0.7272101640701294, 0.09219449758529663, 0.9977972507476807, 0.6520420908927917, 0.163143128156662, 0.9986972212791443, 0.6204176545143127, 0.2251299023628235, 0.9965574741363525, 0.7195851802825928, 0.42886561155319214, 0.313894122838974, 0.7377904653549194, 0.5650508999824524, 0.8455929160118103, 0.8746758699417114, 0.4819507598876953, 0.311732679605484, 0.9144075512886047, 0.5573796629905701, 0.9387331604957581, 0.9074747562408447, 0.48941588401794434, 0.37305769324302673, 0.962981641292572, 0.5784785747528076, 0.939308762550354, 0.9239965081214905, 0.4770967960357666, 0.38968512415885925, 0.969461977481842, 0.5331631302833557, 0.9449557065963745, 0.9066257476806641, 0.48011767864227295, 0.40150490403175354, 0.9523687362670898, 0.5235959887504578, 0.9258111119270325, 0.5267124772071838, 0.6062446236610413, 0.9929094314575195, 0.4955659806728363, 0.6892680525779724, 0.9938716888427734, 0.7618513107299805, 0.676859974861145, 0.07718181610107422, 0.7896915674209595, 0.7183843851089478, 0.7053217887878418, 0.7346705198287964, 1.0470067262649536, 0.04003194347023964, 0.7516279816627502, 1.1657779216766357, 0.49129313230514526, 0.7030847072601318, 1.1875882148742676, 0.09320122748613358, 0.7163808345794678, 1.2193819284439087, 0.6481548547744751, 0.7605933547019958, 1.1793572902679443, 0.04933900013566017, 0.8310227990150452, 1.257204532623291, 0.409667044878006]"
